Time,PosX,PosY,PosZ
1567044482.246,19633.191746461078,9089.218692375187,15467.210397193974
1567044482.496,19633.41821139676,9089.664157855914,15466.675248714804
1567044482.746,19633.644673099123,9090.109606063292,15466.140079749603
1567044482.996,19633.87113156743,9090.555036997066,15465.604890299208
1567044483.246,19634.097586800803,9091.000450656757,15465.06968036431
1567044483.496,19634.324038798353,9091.445847042247,15464.53444994562
1567044483.746,19634.550487559343,9091.891226152977,15463.999199043934
1567044483.996,19634.776933082932,9092.336587988902,15463.46392765983
1567044484.246,19635.003375368222,9092.78193254953,15462.928635794211
1567044484.496,19635.2298144144,9093.227259834603,15462.393323447805
1567044484.746,19635.456250220694,9093.672569843795,15461.857990621176
1567044484.996,19635.68268278621,9094.117862576815,15461.3226373151
1567044485.246,19635.909112110166,9094.563138033333,15460.7872635304
1567044485.496,19636.135538191775,9095.008396213074,15460.251869267702
1567044485.746,19636.361961029987,9095.453637115632,15459.716454527852
1567044485.996,19636.588380624275,9095.898860740846,15459.181019311442
1567044486.246,19636.814796973616,9096.344067088216,15458.645563619248
1567044486.496,19637.04121007715,9096.789256157605,15458.110087452105
1567044486.746,19637.267619934177,9097.234427948548,15457.5745908106
1567044486.996,19637.494026543754,9097.679582460874,15457.039073695492
1567044487.246,19637.720429905192,9098.124719694162,15456.503536107548
1567044487.496,19637.946830017507,9098.569839648153,15455.967978047505
1567044487.746,19638.173226879946,9099.014942322574,15455.432399516005
1567044487.996,19638.399620491662,9099.460027717003,15454.89680051385
1567044488.246,19638.626010851833,9099.905095831273,15454.361181041742
1567044488.496,19638.852397959643,9100.35014666491,15453.825541100452
1567044488.746,19639.078781814183,9100.795180217701,15453.289880690681
1567044488.996,19639.305162414737,9101.240196489343,15452.754199813124
1567044489.246,19639.5315397604,9101.685195479466,15452.218498468546
1567044489.496,19639.757913850342,9102.13017718773,15451.682776657652
1567044489.746,19639.984284683753,9102.575141614005,15451.147034381214
1567044489.996,19640.21065225981,9103.020088757836,15450.611271639887
1567044490.246,19640.437016577624,9103.465018618816,15450.075488434493
1567044490.496,19640.663377636454,9103.909931196882,15449.53968476566
1567044490.746,19640.889735435412,9104.354826491555,15449.00386063418
1567044490.996,19641.11608997367,9104.799704502515,15448.468016040775
1567044491.246,19641.342441250436,9105.24456522951,15447.932150986137
1567044491.496,19641.56878926479,9105.68940867226,15447.396265471105
1567044491.746,19641.795134016014,9106.13423483033,15446.860359496257
1567044491.996,19642.02147550318,9106.579043703503,15446.324433062395
1567044492.246,19642.24781372554,9107.023835291486,15445.788486170271
1567044492.496,19642.474148682228,9107.46860959391,15445.252518820522
1567044492.746,19642.700480372347,9107.913366610454,15444.716531014028
1567044492.996,19642.926808795153,9108.358106340907,15444.180522751392
1567044493.246,19643.15313394984,9108.80282878481,15443.64449403332
1567044493.496,19643.37945583551,9109.247533942056,15443.108444860654
1567044493.746,19643.605774451265,9109.692221812078,15442.572375234113
1567044493.996,19643.832089796473,9110.13689239473,15442.036285154312
1567044494.246,19644.05840187009,9110.58154568974,15441.500174622088
1567044494.496,19644.284710671407,9111.02618169663,15440.96404363815
1567044494.746,19644.511016199627,9111.470800415245,15440.427892203139
1567044494.996,19644.737318453783,9111.915401845254,15439.891720317884
1567044495.246,19644.963617433204,9112.359985986244,15439.35552798307
1567044495.496,19645.189913136906,9112.804552837904,15438.81931519948
1567044495.746,19645.41620556415,9113.24910240007,15438.283081967791
1567044495.996,19645.6424947141,9113.693634672338,15437.746828288697
1567044496.246,19645.86878058583,9114.138149654405,15437.210554163055
1567044496.496,19646.09506317867,9114.582647345982,15436.674259591482
